,param_metric,param_n_neighbors,param_weights,params,mean_test_score,std_test_score,rank_test_score
196,euclidean,293,uniform,"{'metric': 'euclidean', 'n_neighbors': 293, 'weights': 'uniform'}",0.9550435350961219,0.0026076619458407237,82
197,euclidean,293,distance,"{'metric': 'euclidean', 'n_neighbors': 293, 'weights': 'distance'}",0.9490662779672301,0.004099126952232512,151
198,euclidean,300,uniform,"{'metric': 'euclidean', 'n_neighbors': 300, 'weights': 'uniform'}",0.9551752769666727,0.0026555368125971315,70
199,euclidean,300,distance,"{'metric': 'euclidean', 'n_neighbors': 300, 'weights': 'distance'}",0.9490695411327434,0.004160109936673199,148
200,minkowski,1,uniform,"{'metric': 'minkowski', 'n_neighbors': 1, 'weights': 'uniform'}",0.9264135608655583,0.0031681874879030065,295
201,minkowski,1,distance,"{'metric': 'minkowski', 'n_neighbors': 1, 'weights': 'distance'}",0.9264135608655583,0.0031681874879030065,295
202,minkowski,7,uniform,"{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'uniform'}",0.9531215709847057,0.002981903650815539,145
203,minkowski,7,distance,"{'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'}",0.9413614838243962,0.003298500471830666,292
204,minkowski,13,uniform,"{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'uniform'}",0.9540981941418863,0.003250342337641214,142
205,minkowski,13,distance,"{'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'}",0.9438194789783363,0.003889510907708631,289
206,minkowski,19,uniform,"{'metric': 'minkowski', 'n_neighbors': 19, 'weights': 'uniform'}",0.9543391416495147,0.002840921473577855,136
207,minkowski,19,distance,"{'metric': 'minkowski', 'n_neighbors': 19, 'weights': 'distance'}",0.9449517127785004,0.003905807983898036,286
208,minkowski,25,uniform,"{'metric': 'minkowski', 'n_neighbors': 25, 'weights': 'uniform'}",0.9548717938850946,0.003103427780402561,109
209,minkowski,25,distance,"{'metric': 'minkowski', 'n_neighbors': 25, 'weights': 'distance'}",0.9456190235347656,0.004055061714440588,283
210,minkowski,31,uniform,"{'metric': 'minkowski', 'n_neighbors': 31, 'weights': 'uniform'}",0.9549398723250123,0.0032123305746395215,97
211,minkowski,31,distance,"{'metric': 'minkowski', 'n_neighbors': 31, 'weights': 'distance'}",0.9462211878311402,0.004032043257920347,280
212,minkowski,37,uniform,"{'metric': 'minkowski', 'n_neighbors': 37, 'weights': 'uniform'}",0.9542585198332946,0.0032704509771509706,139
213,minkowski,37,distance,"{'metric': 'minkowski', 'n_neighbors': 37, 'weights': 'distance'}",0.9463035079466685,0.004079415246778617,277
214,minkowski,43,uniform,"{'metric': 'minkowski', 'n_neighbors': 43, 'weights': 'uniform'}",0.9546994560301674,0.003228039442001638,124
215,minkowski,43,distance,"{'metric': 'minkowski', 'n_neighbors': 43, 'weights': 'distance'}",0.9467035026151993,0.0038987848038522285,274
216,minkowski,49,uniform,"{'metric': 'minkowski', 'n_neighbors': 49, 'weights': 'uniform'}",0.9546521269418106,0.0033900567730178605,127
217,minkowski,49,distance,"{'metric': 'minkowski', 'n_neighbors': 49, 'weights': 'distance'}",0.9469623510113685,0.003904011154833153,271
218,minkowski,55,uniform,"{'metric': 'minkowski', 'n_neighbors': 55, 'weights': 'uniform'}",0.9545658297974791,0.003369710421903441,133
219,minkowski,55,distance,"{'metric': 'minkowski', 'n_neighbors': 55, 'weights': 'distance'}",0.947210493634185,0.0038751169531555042,268
220,minkowski,62,uniform,"{'metric': 'minkowski', 'n_neighbors': 62, 'weights': 'uniform'}",0.954588816831528,0.0031975372491682354,130
221,minkowski,62,distance,"{'metric': 'minkowski', 'n_neighbors': 62, 'weights': 'distance'}",0.9473580534735835,0.0037795590312153376,265
222,minkowski,68,uniform,"{'metric': 'minkowski', 'n_neighbors': 68, 'weights': 'uniform'}",0.9547590016984786,0.0032649205654791675,121
223,minkowski,68,distance,"{'metric': 'minkowski', 'n_neighbors': 68, 'weights': 'distance'}",0.9475439456359844,0.0039386044059621485,262
224,minkowski,74,uniform,"{'metric': 'minkowski', 'n_neighbors': 74, 'weights': 'uniform'}",0.9549297921191038,0.0032291551605100003,106
225,minkowski,74,distance,"{'metric': 'minkowski', 'n_neighbors': 74, 'weights': 'distance'}",0.9475836962547962,0.0038900409427055304,259
226,minkowski,80,uniform,"{'metric': 'minkowski', 'n_neighbors': 80, 'weights': 'uniform'}",0.9550125790248153,0.0029935169478885,85
227,minkowski,80,distance,"{'metric': 'minkowski', 'n_neighbors': 80, 'weights': 'distance'}",0.9477774871676061,0.0038690365276799255,256
228,minkowski,86,uniform,"{'metric': 'minkowski', 'n_neighbors': 86, 'weights': 'uniform'}",0.9548161384853747,0.0030652870179795127,115
229,minkowski,86,distance,"{'metric': 'minkowski', 'n_neighbors': 86, 'weights': 'distance'}",0.9477883409592109,0.0038591074450130022,253
230,minkowski,92,uniform,"{'metric': 'minkowski', 'n_neighbors': 92, 'weights': 'uniform'}",0.9549537830825585,0.003156647533214951,94
231,minkowski,92,distance,"{'metric': 'minkowski', 'n_neighbors': 92, 'weights': 'distance'}",0.9479677507423769,0.00385056942301829,250
232,minkowski,98,uniform,"{'metric': 'minkowski', 'n_neighbors': 98, 'weights': 'uniform'}",0.9549384314112167,0.003282054260715296,100
233,minkowski,98,distance,"{'metric': 'minkowski', 'n_neighbors': 98, 'weights': 'distance'}",0.9482789525688343,0.004049903307513935,247
234,minkowski,104,uniform,"{'metric': 'minkowski', 'n_neighbors': 104, 'weights': 'uniform'}",0.9549737003131101,0.0031723964793858744,91
235,minkowski,104,distance,"{'metric': 'minkowski', 'n_neighbors': 104, 'weights': 'distance'}",0.9484943093687933,0.0040230693002868715,232
236,minkowski,110,uniform,"{'metric': 'minkowski', 'n_neighbors': 110, 'weights': 'uniform'}",0.9548417313399057,0.0032908714887514463,112
237,minkowski,110,distance,"{'metric': 'minkowski', 'n_neighbors': 110, 'weights': 'distance'}",0.9485302034869679,0.004020394874341634,226
238,minkowski,116,uniform,"{'metric': 'minkowski', 'n_neighbors': 116, 'weights': 'uniform'}",0.954812417106497,0.0032010604576677977,118
239,minkowski,116,distance,"{'metric': 'minkowski', 'n_neighbors': 116, 'weights': 'distance'}",0.9484693037228494,0.0040722797473666745,241
240,minkowski,123,uniform,"{'metric': 'minkowski', 'n_neighbors': 123, 'weights': 'uniform'}",0.9549347291884871,0.0029949095907084553,103
241,minkowski,123,distance,"{'metric': 'minkowski', 'n_neighbors': 123, 'weights': 'distance'}",0.9485733225918797,0.004152648003804876,223
242,minkowski,129,uniform,"{'metric': 'minkowski', 'n_neighbors': 129, 'weights': 'uniform'}",0.9550053428864741,0.002872455490874474,88
243,minkowski,129,distance,"{'metric': 'minkowski', 'n_neighbors': 129, 'weights': 'distance'}",0.9485122343319959,0.004088268708347287,229
244,minkowski,135,uniform,"{'metric': 'minkowski', 'n_neighbors': 135, 'weights': 'uniform'}",0.9552848117348546,0.0027210300043838064,52
245,minkowski,135,distance,"{'metric': 'minkowski', 'n_neighbors': 135, 'weights': 'distance'}",0.9484839928180632,0.004116959495155288,238
246,minkowski,141,uniform,"{'metric': 'minkowski', 'n_neighbors': 141, 'weights': 'uniform'}",0.9553260163642383,0.002614632683991372,34
247,minkowski,141,distance,"{'metric': 'minkowski', 'n_neighbors': 141, 'weights': 'distance'}",0.9484552305986883,0.004129186336674288,244
248,minkowski,147,uniform,"{'metric': 'minkowski', 'n_neighbors': 147, 'weights': 'uniform'}",0.9554167431971663,0.002607892793918232,4
249,minkowski,147,distance,"{'metric': 'minkowski', 'n_neighbors': 147, 'weights': 'distance'}",0.9484909949208798,0.00415514397738529,235
250,minkowski,153,uniform,"{'metric': 'minkowski', 'n_neighbors': 153, 'weights': 'uniform'}",0.9553259484510509,0.002760348551227809,37
251,minkowski,153,distance,"{'metric': 'minkowski', 'n_neighbors': 153, 'weights': 'distance'}",0.9486344052392115,0.0040862716670301644,220
252,minkowski,159,uniform,"{'metric': 'minkowski', 'n_neighbors': 159, 'weights': 'uniform'}",0.9552615850882585,0.0027627271129776524,55
253,minkowski,159,distance,"{'metric': 'minkowski', 'n_neighbors': 159, 'weights': 'distance'}",0.9487023596143948,0.004019922387805882,214
254,minkowski,165,uniform,"{'metric': 'minkowski', 'n_neighbors': 165, 'weights': 'uniform'}",0.9553966075449299,0.0026825658117074587,10
255,minkowski,165,distance,"{'metric': 'minkowski', 'n_neighbors': 165, 'weights': 'distance'}",0.9486696888343011,0.004060783632943346,217
256,minkowski,171,uniform,"{'metric': 'minkowski', 'n_neighbors': 171, 'weights': 'uniform'}",0.9553291400179521,0.002719823437676459,31
257,minkowski,171,distance,"{'metric': 'minkowski', 'n_neighbors': 171, 'weights': 'distance'}",0.9487806672430847,0.004169996523677475,199
258,minkowski,177,uniform,"{'metric': 'minkowski', 'n_neighbors': 177, 'weights': 'uniform'}",0.9553644307042004,0.0027956965178458416,22
259,minkowski,177,distance,"{'metric': 'minkowski', 'n_neighbors': 177, 'weights': 'distance'}",0.9487123730730369,0.0041470233021997675,211
260,minkowski,184,uniform,"{'metric': 'minkowski', 'n_neighbors': 184, 'weights': 'uniform'}",0.9552585142492829,0.0028348219096983184,58
261,minkowski,184,distance,"{'metric': 'minkowski', 'n_neighbors': 184, 'weights': 'distance'}",0.9487842035507057,0.0040875661527616,193
262,minkowski,190,uniform,"{'metric': 'minkowski', 'n_neighbors': 190, 'weights': 'uniform'}",0.955293899715455,0.0027932596622919827,46
263,minkowski,190,distance,"{'metric': 'minkowski', 'n_neighbors': 190, 'weights': 'distance'}",0.948748217052007,0.004145953052333043,205
264,minkowski,196,uniform,"{'metric': 'minkowski', 'n_neighbors': 196, 'weights': 'uniform'}",0.9552938011193393,0.0027990568578434303,49
265,minkowski,196,distance,"{'metric': 'minkowski', 'n_neighbors': 196, 'weights': 'distance'}",0.9487840488142151,0.004146121953444921,196
266,minkowski,202,uniform,"{'metric': 'minkowski', 'n_neighbors': 202, 'weights': 'uniform'}",0.9553612234380056,0.002725029228120737,25
267,minkowski,202,distance,"{'metric': 'minkowski', 'n_neighbors': 202, 'weights': 'distance'}",0.9487157779209806,0.004122798852362935,208
268,minkowski,208,uniform,"{'metric': 'minkowski', 'n_neighbors': 208, 'weights': 'uniform'}",0.9553549888261728,0.0027243428557599315,28
269,minkowski,208,distance,"{'metric': 'minkowski', 'n_neighbors': 208, 'weights': 'distance'}",0.9487516096831887,0.004123250613313692,202
270,minkowski,214,uniform,"{'metric': 'minkowski', 'n_neighbors': 214, 'weights': 'uniform'}",0.955393381628468,0.002686358031530161,13
271,minkowski,214,distance,"{'metric': 'minkowski', 'n_neighbors': 214, 'weights': 'distance'}",0.9488234738067819,0.0040508490876592865,187
272,minkowski,220,uniform,"{'metric': 'minkowski', 'n_neighbors': 220, 'weights': 'uniform'}",0.955428612347642,0.002724186078167643,1
273,minkowski,220,distance,"{'metric': 'minkowski', 'n_neighbors': 220, 'weights': 'distance'}",0.9488627643614789,0.004052113324472212,181
274,minkowski,226,uniform,"{'metric': 'minkowski', 'n_neighbors': 226, 'weights': 'uniform'}",0.9553674038061635,0.0027946146190858025,19
275,minkowski,226,distance,"{'metric': 'minkowski', 'n_neighbors': 226, 'weights': 'distance'}",0.9488661336763343,0.004013198458792312,178
276,minkowski,232,uniform,"{'metric': 'minkowski', 'n_neighbors': 232, 'weights': 'uniform'}",0.955370290025772,0.002839015095095218,16
277,minkowski,232,distance,"{'metric': 'minkowski', 'n_neighbors': 232, 'weights': 'distance'}",0.9488340243674361,0.0040889203278498525,184
278,minkowski,238,uniform,"{'metric': 'minkowski', 'n_neighbors': 238, 'weights': 'uniform'}",0.9553061811036653,0.0028321451901917403,43
279,minkowski,238,distance,"{'metric': 'minkowski', 'n_neighbors': 238, 'weights': 'distance'}",0.9488052916210383,0.004018651409734761,190
280,minkowski,245,uniform,"{'metric': 'minkowski', 'n_neighbors': 245, 'weights': 'uniform'}",0.9553148084597582,0.0026896829006257915,40
281,minkowski,245,distance,"{'metric': 'minkowski', 'n_neighbors': 245, 'weights': 'distance'}",0.9489480261726045,0.004099006063290285,172
282,minkowski,251,uniform,"{'metric': 'minkowski', 'n_neighbors': 251, 'weights': 'uniform'}",0.9554149827784688,0.002716550642158439,7
283,minkowski,251,distance,"{'metric': 'minkowski', 'n_neighbors': 251, 'weights': 'distance'}",0.9489480261726045,0.004099006063290285,172
284,minkowski,257,uniform,"{'metric': 'minkowski', 'n_neighbors': 257, 'weights': 'uniform'}",0.9552534284041732,0.002601467896241774,61
285,minkowski,257,distance,"{'metric': 'minkowski', 'n_neighbors': 257, 'weights': 'distance'}",0.9489839875347739,0.004039979915290532,169
286,minkowski,263,uniform,"{'metric': 'minkowski', 'n_neighbors': 263, 'weights': 'uniform'}",0.9552212307817181,0.002603590131341375,67
287,minkowski,263,distance,"{'metric': 'minkowski', 'n_neighbors': 263, 'weights': 'distance'}",0.9490594004543447,0.004060061948675437,160
288,minkowski,269,uniform,"{'metric': 'minkowski', 'n_neighbors': 269, 'weights': 'uniform'}",0.9551245534440824,0.0025662466552077838,79
289,minkowski,269,distance,"{'metric': 'minkowski', 'n_neighbors': 269, 'weights': 'distance'}",0.9490305083658855,0.004096429759725673,163
290,minkowski,275,uniform,"{'metric': 'minkowski', 'n_neighbors': 275, 'weights': 'uniform'}",0.9551627371985265,0.002526171350424489,73
291,minkowski,275,distance,"{'metric': 'minkowski', 'n_neighbors': 275, 'weights': 'distance'}",0.9490305083658855,0.004096429759725673,163
292,minkowski,281,uniform,"{'metric': 'minkowski', 'n_neighbors': 281, 'weights': 'uniform'}",0.9551278801477207,0.002562709956314235,76
293,minkowski,281,distance,"{'metric': 'minkowski', 'n_neighbors': 281, 'weights': 'distance'}",0.9490662779672301,0.004099126952232512,151
294,minkowski,287,uniform,"{'metric': 'minkowski', 'n_neighbors': 287, 'weights': 'uniform'}",0.9552338529946509,0.0026801820390166416,64
295,minkowski,287,distance,"{'metric': 'minkowski', 'n_neighbors': 287, 'weights': 'distance'}",0.9490662779672301,0.004099126952232512,151
296,minkowski,293,uniform,"{'metric': 'minkowski', 'n_neighbors': 293, 'weights': 'uniform'}",0.9550435350961219,0.0026076619458407237,82
297,minkowski,293,distance,"{'metric': 'minkowski', 'n_neighbors': 293, 'weights': 'distance'}",0.9490662779672301,0.004099126952232512,151
298,minkowski,300,uniform,"{'metric': 'minkowski', 'n_neighbors': 300, 'weights': 'uniform'}",0.9551752769666727,0.0026555368125971315,70
299,minkowski,300,distance,"{'metric': 'minkowski', 'n_neighbors': 300, 'weights': 'distance'}",0.9490695411327434,0.004160109936673199,148
