,param_metric,param_n_neighbors,param_weights,params,mean_test_score,std_test_score,rank_test_score
169,euclidean,208,distance,"{'metric': 'euclidean', 'n_neighbors': 208, 'weights': 'distance'}",0.9487516096831887,0.004123250613313692,202
170,euclidean,214,uniform,"{'metric': 'euclidean', 'n_neighbors': 214, 'weights': 'uniform'}",0.955393381628468,0.002686358031530161,13
171,euclidean,214,distance,"{'metric': 'euclidean', 'n_neighbors': 214, 'weights': 'distance'}",0.9488234738067819,0.0040508490876592865,187
172,euclidean,220,uniform,"{'metric': 'euclidean', 'n_neighbors': 220, 'weights': 'uniform'}",0.955428612347642,0.002724186078167643,1
173,euclidean,220,distance,"{'metric': 'euclidean', 'n_neighbors': 220, 'weights': 'distance'}",0.9488627643614789,0.004052113324472212,181
174,euclidean,226,uniform,"{'metric': 'euclidean', 'n_neighbors': 226, 'weights': 'uniform'}",0.9553674038061635,0.0027946146190858025,19
175,euclidean,226,distance,"{'metric': 'euclidean', 'n_neighbors': 226, 'weights': 'distance'}",0.9488661336763343,0.004013198458792312,178
176,euclidean,232,uniform,"{'metric': 'euclidean', 'n_neighbors': 232, 'weights': 'uniform'}",0.955370290025772,0.002839015095095218,16
177,euclidean,232,distance,"{'metric': 'euclidean', 'n_neighbors': 232, 'weights': 'distance'}",0.9488340243674361,0.0040889203278498525,184
178,euclidean,238,uniform,"{'metric': 'euclidean', 'n_neighbors': 238, 'weights': 'uniform'}",0.9553061811036653,0.0028321451901917403,43
179,euclidean,238,distance,"{'metric': 'euclidean', 'n_neighbors': 238, 'weights': 'distance'}",0.9488052916210383,0.004018651409734761,190
180,euclidean,245,uniform,"{'metric': 'euclidean', 'n_neighbors': 245, 'weights': 'uniform'}",0.9553148084597582,0.0026896829006257915,40
181,euclidean,245,distance,"{'metric': 'euclidean', 'n_neighbors': 245, 'weights': 'distance'}",0.9489480261726045,0.004099006063290285,172
182,euclidean,251,uniform,"{'metric': 'euclidean', 'n_neighbors': 251, 'weights': 'uniform'}",0.9554149827784688,0.002716550642158439,7
183,euclidean,251,distance,"{'metric': 'euclidean', 'n_neighbors': 251, 'weights': 'distance'}",0.9489480261726045,0.004099006063290285,172
184,euclidean,257,uniform,"{'metric': 'euclidean', 'n_neighbors': 257, 'weights': 'uniform'}",0.9552534284041732,0.002601467896241774,61
185,euclidean,257,distance,"{'metric': 'euclidean', 'n_neighbors': 257, 'weights': 'distance'}",0.9489839875347739,0.004039979915290532,169
186,euclidean,263,uniform,"{'metric': 'euclidean', 'n_neighbors': 263, 'weights': 'uniform'}",0.9552212307817181,0.002603590131341375,67
187,euclidean,263,distance,"{'metric': 'euclidean', 'n_neighbors': 263, 'weights': 'distance'}",0.9490594004543447,0.004060061948675437,160
188,euclidean,269,uniform,"{'metric': 'euclidean', 'n_neighbors': 269, 'weights': 'uniform'}",0.9551245534440824,0.0025662466552077838,79
189,euclidean,269,distance,"{'metric': 'euclidean', 'n_neighbors': 269, 'weights': 'distance'}",0.9490305083658855,0.004096429759725673,163
190,euclidean,275,uniform,"{'metric': 'euclidean', 'n_neighbors': 275, 'weights': 'uniform'}",0.9551627371985265,0.002526171350424489,73
191,euclidean,275,distance,"{'metric': 'euclidean', 'n_neighbors': 275, 'weights': 'distance'}",0.9490305083658855,0.004096429759725673,163
192,euclidean,281,uniform,"{'metric': 'euclidean', 'n_neighbors': 281, 'weights': 'uniform'}",0.9551278801477207,0.002562709956314235,76
193,euclidean,281,distance,"{'metric': 'euclidean', 'n_neighbors': 281, 'weights': 'distance'}",0.9490662779672301,0.004099126952232512,151
194,euclidean,287,uniform,"{'metric': 'euclidean', 'n_neighbors': 287, 'weights': 'uniform'}",0.9552338529946509,0.0026801820390166416,64
195,euclidean,287,distance,"{'metric': 'euclidean', 'n_neighbors': 287, 'weights': 'distance'}",0.9490662779672301,0.004099126952232512,151
